ID,Description,Entry_ID,Comment,Synonym,alt_translation1,alt_translation2
SN002117,make/ put holes in something,otojorina,,huequiana,hacer huecos en algo,otojorina
SN002118,"another (f), other (f)",otra,,,otra,shucta (huarmipa)
SN002119,again,otrabes,"Expresión fija derivada del español: ""otra + vez"".",,otra vez,"cutin, chayshuc"
SN002120,just another,otrito,"Diminutivo de ""otro"".",,otrito,shuctagu
SN002121,"another (m), other (m)",otro,,,otro,shucta (jaripa)
SN002122,other day (the),otrodia,"Palabra compuesta derivada del español: ""otro + día"".",,otro día (el),cayna
SN002123,other side (on the),otrolado,"Palabra compuesta derivada del español: ""otro + lado"".",,otro lado (en el),shuc ladopi
SN002124,obey,ovedesena,,,obedecer,casona
SN002125,Pablo,Pablo,Nombre propio (persona) y nombre de un pueblo cercano a Pijal (San Pablo).,,Pablo,Pablo
SN002126,"boom!, bam!, crash!",LX000128,,,pac!,pac!
SN002127,hide,pacana,,escondina,esconder,pacana
SN002128,"time, place, earth, day",pacha,"Como sufijo ""-pacha"" funciona como un aumentativo, ej.:""bueno"" vs.""buenopacha'""(""bueno""vs.""buenísimo"").",,"tiempo, lugar, tierra, día",pacha
SN002129,Mother Earth,pachamama,,,"Pachamama, Madre tierra",pachamama
SN002130,patience,paciencia,,,paciencia,ashto tino
SN002131,equal,pactana,,,igualar,pactana
SN002132,stepfather,padrastro,,,padrastro,padratrru
SN002133,priest,padre,,,"cura, padre (iglesia)","cura, padri, tayta (iglesiapa)"
SN002134,godfather,padrino,,,padrino,achitaita
SN002135,paid,pagado,,,pagado,"pagashca, pagadu"
SN002136,pay,pagana,,,pagar,pagana
SN002137,payment,pago,,,pago,"pagu, bono"
SN002138,thank you,pagui,Expresión de agradecimiento,,gracias,pagui
SN002139,large pan,paila,,,"paila, sartén",paila
SN002140,comb,paine,,,"peine, peinilla",ñaccha
SN002141,country,pais,,,país,"pais, mamallacta"
SN002142,"landscape, scenery",paisaje,,,paisaje,paysaje
SN002143,"hay, straw, Jarava ichu, Peruvian feathergrass",paja,,,paja,"ujsha, paja"
SN002144,bird,pajaro,,,pájaro,pishcu
SN002145,shovel,pala,,,pala,pala
SN002146,word,palabra,,,palabra,"palabra, shimi"
SN002147,palm,palma,,,palma,maqui palma
SN002148,"stick, pole, post",LX000129,,,palo,caspi
SN002149,"wood, board, stick",LX000130,,,madera,caspi
SN002150,malaria,palodismo,,,paludismo,paludismu
SN002151,"pigeon, bird, dove",paloma,,,"paloma, pájaro","paloma, pishcu"
SN002152,hill up the soil around a plant,paloniana,,,"palonear, desyerbar maíz",paloniana
SN002153,"flatland, plain",pamba,Se encuentra frecuentemente con nombres de lugares de origen quichua.,aria ; llanu,planicie,pamba
SN002154,bread,pan,,,pan,tanda
SN002155,Panamericana (highway),pana,Nombre de la carretera principal que pasa por Imbabura y todo el continente.,,Panamericana (carretera),pana
SN002156,"baker, bread maker",panadero,,,panadero,tanda rurador
SN002157,honeycomb,panal,,,panal,"panal, mishquipuru"
SN002158,scarf,panilo,,,pañuelo,panilo
SN002159,cloth hat,LX000131,,,sombrero de paño,paño muchijo
SN002160,pants,pantalon,,,pantalón,calson
SN002161,potato,papa,,,papa,papa
SN002162,daddy,papasito,"Diminutivo de ""papasu"".",,papacito,taytagu
SN002163,"dad, father",papaso,,taytico,papá,tayta
SN002164,papaya,papaya,,,papaya,papaya
SN002165,"paper, leaf",papel,,fanga,"papel, hoja",fanga
SN002166,"steep, inclined",parada,,,inclinado,"vichayman, shayac"
SN002167,Andean tundra ecosystem,paramo,,,páramo,paramo
SN002168,stop,parana,Verbo que se usa frecuentemente con el reflexivo -ri.,,parar,shayana
SN002169,for what?,paraqui,"Palabra compuesta derivada del español: ""para + qué"".",,para qué?,imapa?
SN002170,wall,parede,,,pared,pirca
SN002171,couple,pareja,,,pareja,pareja
SN002172,"equal, same",parejito,,,"igualito, parejito",pactapura
SN002173,"pair (e.g. shoes, socks, rope)",pares,,,"par (de zapatos, medias, sogas)",ishcay
SN002174,"breeder animal (f), fertile animal (f)",paridora,,,paridora,huacha
SN002175,give birth (animals),parina,,,parir,huachana
SN002176,strike (e.g. union),paro,,,"paro, huelga","paro, na puringacho (verboshna)"
SN002177,park,parque,,,parque,parque
SN002178,speak,parrlana,"Verbo del español antiguo ""parlar"".",,hablar,parlana
SN002179,parish,parroquia,,,parroquia,parroquia
SN002180,part,parrte,,,parte,ucu
SN002181,"divide, distribute",parrtena,Casi siempre se encuentra con el reflexivo -ri.,,"partir, repartir","parrterina, chaupana"
SN002182,"certificate (e.g. birth, marriage)",parrtida,,,"partida (ej. de nacimiento, matrimonio)","partida, shutichishca panga"
SN002183,game (e.g. football),parrtido,,,partido,pucllai
SN002184,midwife,partera,,,partera,partera
SN002185,"separated, private",particular,,shican,"separado, aparte, particular",shican
SN002186,"delivery, birth",parto,,,parto,huachashca
SN002187,raison,pasa,,,pasa,"pasas muyu, chaquishca muyu, chaquishca uba"
SN002188,"excuse me, may I come in?",pasachihuay,"Expresión que se usa para pedir permiso para entrar en la casa o terreno de alguien, o, para pedir a alguien que está obstruyendo el camino; derivada del español: ""pasa"" y del quichua ""chi + hua + y"".",,"permiso (con), puedo entrar?","mingachihuay, yalichihuay"
SN002189,day after (e.g. tomorrow),pasado,,,pasado (ej. mañana),chayshuc (puncha)
SN002190,fare (e.g. bus),pasaje,,,pasaje (ej. del bus),pasaje (buspa)
SN002191,pass by/ over/ through,LX000132,,,"pasar, andar","purina, yalina"
SN002192,pass (e.g. exam),LX000133,,,"pasar, aprobar",yalina
SN002193,"spend, remain",LX000134,,quedana,"pasar, quedar","pasana, caynana"
SN002194,Easter,Pascua,Celebración y tradición religiosa.,Semana_Santa,"Pascua, Semana Santa","Pascua, Jatunpuncha, Semana Santa"
SN002195,"walk, stroll, trip",paseo,,pasiashca,"paseo, viaje",paseo
SN002196,"walk, stroll, take a small trip",pasiana,,,pasear,purina
SN002197,"walk, stroll, trip",pasiashca,,paseo,paseo,purishca
SN002198,trail,LX000135,,,paso (camino),ñan
SN002199,step,LX000136,,,paso,paso
SN002200,shepherd (f),pastadora,,pastor,pastadora,michidura
SN002201,pasture,pastana,,,pastar,michina
SN002202,cake,pastel,,,pastel,"pastel, tanda mishqui"
SN002203,"pill, medicine",pastilla,,,pastilla,pastilla
SN002204,"herb, grass (used for feed)",pasto,,guerba ; jihua,"pasto, hierba",jihua
SN002205,shepherd (m),pastor,,pastadora,pastor,michidurr
SN002206,leg (animal),pata,,,pata (animal),chaqui (huihua)
SN002207,kick,patiana,,,patear,jaytana
SN002208,patio,patio,,,"patio, cancha","patio, cancha"
SN002209,duck,pato,,,pato,pato
SN002210,straw hat,patriota_muchijo,Tipo de sombrero que los mestizos llamaban: patriota muchijo; mientras que los indígenas le decían sombrero de palo.,,sombrero patrio,patriu muchiju
SN002211,"boss (m), owner (m), mestizo (m), rancher (m), landowner (m), rich person (m)",patron,,jefe,"patrón, jefe, amo, dueño, hacendado, rico","chariruna, patron, amu, mishu, asendadu"
SN002212,"boss (f), owner (f), mestiza (f), rancher (f), landowner (f), rich person (f)",patrona,,,"patrona, jefa, rica","charihuarmi, patrona"
SN002213,turkey,pavo,,,pavo,pavo
SN002214,"well, so, then",pay,Expresión de agradecimiento,,"pues, ve",jala
SN002215,elderly woman,paya,,,"vieja, mayor, anciana",paya
SN002216,"age, become old, get old",payayana,,,envejecer,payayana
SN002217,comb,paynana,,,peinar,ñacchana
SN002218,sin,pecado,,,pecado,"nali, pecadu"
SN002219,chest,pecho,,,pecho,pichu
SN002220,"cut into pieces (e.g. meat), shred (e.g. meat)",pedaciana,,,"cortar, pedacear, hacer pedazos (carne)",cuchuna
SN002221,piece,pedaso,"Se encuentra frecuentemente con el pluralizador del español ""s"".",,"pedazo, trozo",fiti
SN002222,order,pedido,,,pedido,mañashca
SN002223,"Pedro, Peter",Pedro,Nombre propio (persona) y nombre de un festival (San Pedro).,,Pedro,Pedro
SN002224,hit,LX000137,,tahuarina,pegar,macana
SN002225,"stick together, glue",LX000138,,,pegar (ej. con goma),colana
SN002226,Peguche,Peguchi,Nombre de una comunidad y cascada cerca de Otavalo.,,Peguche,Piguchi
SN002227,peeled (e.g. corn),pela,,,pelado (mote),pelashca
SN002228,well-peeled (e.g. corn),peladito,"Diminutivo de ""pelado"".",,peladito (bien pelado),pelashca
SN002229,"peel, skin, pluck",pelana,,,"pelar, desplumar",pelana
SN002230,fight,pelea,,,pelea,macay
SN002231,fight,peleana,,,pelear,macana
SN002232,movie,pelicula,,,película,pelicula
SN002233,dangerous,peligrosu,,,peligroso,"peligrosu, manchanyay"
SN002234,pinch,peliscana,,,pellizcar,"tespyna, pisquina"
SN002235,"hair, fur",pelo,,,"pelo, pelaje",acha
SN002236,gray (haired),pelo_blanco_lleno,"Expresión fija derivada del español: ""pelo + blanco + lleno""",,canoso,yura accha junda
SN002237,ball,pelota,,,"pelota, balón","pelota, balun"
SN002238,party,LX000139,,,peña,peña
SN002239,"cliff, ravine",LX000140,,,"peña, quebrada",jacarucu
SN002240,"to be sad, pain (emotional feeling)",penana,,,"dar pena, dolerse, estar triste",llaquina
SN002241,agave (sentry plant),penco,,cashachahuar,"penco, cabuya","cabuya, chaguar"
SN002242,thought,pensamiento,,yuyai,pensamiento,yuyai
SN002243,think,pensana,,yana,pensar,yuyana
SN002244,worst,peor,"Se encuentra frecuentemente con la conjunción ""mas"", ej.: ""mas peor"".",,peor,astahua nali
SN002245,seed,pepa,,,pepa,pipa (tarpungapa)
SN002246,sweet cucumber (solanum muricatum),pepino,,,pepino,pipino
SN002247,"small, little",LX000141,,chiquino ; chiquito ; jantsi ; LX000141 ; uchila ; uchina,"pequeño, chiquito",uchila
SN002248,pear,pera,,,pera,pera
SN002249,loser,perdedor,,,perdedor,chingadur
SN002250,lost (f),perdida,,,pérdida,chingashca (huarmipa)
SN002251,loose,perdina,,,perder,chingachina
SN002252,"lost, disappeared",perdishca,,,"perdido, desaparecido",chingashca
SN002253,"forgive, pardon",perdonana,,,perdonar,"quishpichina, perdonana"
SN002254,"punch out (e.g. holes in paper or wood or paper), perforate",perforana,,,perforar,"guequiana, utuna"
SN002255,but,pero,,,pero,"pero, shinapash"
SN002256,but what else can I do?,LX000142,"Expresión fija derivada del español: ""pero + que + más + toca"".",,pero que más me toca?,imapash cachun?
SN002257,dog (f),perra,,,perra,alcu (huarmi)
SN002258,dog (m),perro,,,perro,alcu (jari)
SN002259,person,persona,"Se encuentra también con el pluralizador del español ""s"".",,"persona, gente","runa, genti"
SN002260,status,personeria,Se refiere a leyes.,,"personería, estatus",personeria
SN002261,Peru,Peru,Nombre de un país.,,Perú,Peru
SN002262,"well, so",LX000143,,,pues,pis
SN002263,heavy,pesado,,,pesado,llashac
SN002264,weigh,pesana,,,pesar,librana
SN002265,fishing,pesca,,,pesca,pesca
SN002266,fish,pescado,,piji,pescado,piji
SN002267,fish,pescana,,,pescar,pijina
SN002268,neck,pescuezo,,,pescuezo,cunga
SN002269,eyelash,LX000144,,,pestaña,ñavimilma
SN002270,chopped herbs,picadillo,,,"hierbas picadas, cuadritos",uchilago picashpa
SN002271,buzzed,picado,,,picado,machashca
SN002272,hummingbird,picaflor,,quindi,picaflor,quindi
SN002273,chop,LX000145,,,"picar, cortar",cuchuna
SN002274,"bite, sting, pinch, peck, poke",LX000146,,,picar,"picana, canina"
SN002275,Pichincha,Pichincha,Nombre de una provincia y de un banco.,,Pichincha,Pichincha
SN002276,pick (for digging),LX000147,,,pico (para cavar),pico (allangapa)
SN002277,beak,LX000148,"Se encuentra también con el pluralizador del español ""s"".",,pico (pájaro),pico (pishcupa)
SN002278,"over, and up (e.g. 1000 and up)",LX000149,"Se encuentra también con el pluralizador del español ""s"".",,"pico (ej. 1000 y pico), más de","pico, yapa"
SN002279,ask,pidina,,solicitana,pedir,mañana
SN002280,order,pidishca,,,pedido,mañashca
SN002281,foot,pie,,,pie,chaqui
SN002282,"rock, stone",piedra,,rumi,piedra,rumi
SN002283,leg,pierrna,,,pierna,changa
SN002284,Pifo,Pifo,,,Pifo,Pifo
SN002285,"hit, strike",LX000150,,golpiana ; tahuarina,"pegar, golpear","macana, guactana, gulpiana, tauariana"
SN002286,Pijal,Pijal,,,Pijal,Pijal
SN002287,Pijaleño,LX000151,,,Pijaleño,Pijaleño
SN002288,fish,piji,,pescado,pescado,piji
SN002289,"smart, clever",pila,,,pilas,vivo
SN002290,glass (for drinking),pilche,,vaso,vaso,pilche
SN002291,lice,pilis,,,piojos,pilis
SN002292,pineapple,LX000152,,,piña,piña
SN002293,to be embarrassed,pingana,,,"avergonzar, tener recelo",pingana
SN002294,paint,pintana,,,pintar,llunchina
SN002295,painter,pintor,,,pintor,pintor
SN002296,lice,piojo,,,piojos,"pilis, usa"
SN002297,pipe,LX000153,,,pipa,pipa (chupangapa)
SN002298,flea,piqui,,,pulga,piqui
SN002299,bird,pishcu,,,pájaro,pishcu
SN002300,"floor, ground",piso,,,piso,alpa
SN002301,"laborer (e.g. farmhand), maid, servant, pion",piyon,,,"peón, trabajador (ej. agrícola), sirvienta, empleada doméstica","piyon, china"
SN002302,"step, step on, smash",pizana,,,pisar,zaruna
SN002303,"blackboard, whiteboard, chalkboard",pizarron,,,pizarrón,pizarron
SN002304,"plague of flies, plague of worms",plaga,,,"plaga de moscos, plaga de gusanos","yura unguy, chuspi (nali yurapa), juru (nali yurapa)"
SN002305,"flatland, plain",planada,,,"planada, planicie",pamba
SN002306,iron,plancha,,,plancha,plancha
SN002307,iron,planchana,,,planchar,planchana
SN002308,ironed,planchashca,,,planchado,planchashca
SN002309,planet,planeta,,,planeta,planeta
SN002310,flat,plano,,,plano,"plano, pamba, llambu"
SN002311,sole (of foot),LX000154,,LX000184,planta de pie,chaqui tabla
SN002312,plant,LX000155,"Se encuentra también con el pluralizador del español ""s"".",yura,planta,"planta, yura"
SN002313,plantation,plantacion,,,plantación,tarpuycuna
SN002314,plant,plantana,,resembrana ; sembrana,"plantar, sembrar",tarpuna
SN002315,plaza,plasa,,,plaza,plaza
SN002316,"plastic, plastic bag",plastico,,caucho,"plástico, funda plástica",cauchu
SN002317,"money, silver",plata,,culqui ; dinero,"plata, dinero, cushqui",culqui
SN002318,plantain,platano,"Se encuentra también con el pluralizador del español ""s"".",,plátano,platanu
SN002319,"plate, dish",plato,,,plato,platu
SN002320,beach,playa,"Se encuentra también con el pluralizador del español ""s"".",,playa,playa
SN002321,gossiper,plitishto,,,hablador,plitishto
SN002322,gray,plomo,,,"plomo, gris",plumu
SN002323,feather,pluma,,,pluma,pluma
SN002324,poor,pobre,,,pobre,pobri
SN002325,"poverty (in), poorly",pobremente,,,pobremente,huaccha
SN002326,little (f),poca,,,poca,"asha (huarmipa), guaquinlla (huarmipa)"
SN002327,little (m),poco,,,poco,"asha (jaripa), guaquinlla (jaripa)"
SN002328,slope,pocyo,,,vertiente,pucyu
SN002329,"can or cannot, whether or not",pode_no_podepash,"Expresión fija derivada del español: ""puede o no puede"" y del quichua: ""pash""",,puede o no,ushai na ushai
SN002330,power of attorney,poder,,,poder,poder
SN002331,powerful,poderoso,,,poderoso,"sinchi, ninan, pudirusu"
SN002332,can,podina,,,poder,"ushana, podina"
SN002333,rotten,podrido,,,"podrido, dañado",ismushca
SN002334,rot,podrina,,,podrir,ismuna
SN002335,"dust, powder",polbo,,,polvo,polbo
SN002336,police,policia,,,policía,policia
SN002337,"politics, policy",politica,,,política,"polica, politica"
SN002338,Polito,Polito,"Diminutivo del nombre ""Polo"".",,Polito,Polito
SN002339,chicken,pollo,,,pollo,atalpa
SN002340,Polo,Polo,Nombre propio (persona).,,Polo,Polo
SN002341,jug,poma,,,"poma, caneca","poma, caneca"
SN002342,poncho,poncho,,,poncho,"punchu, ruhuana"
SN002343,large clay pot,pondo,,,pondo (vasija grande),pundu
SN002344,user,ponedor,,,ponedor,churador
SN002345,"hen, egg layer",ponedora,,,ponedora,churadora
SN002346,swell up,ponguina,,,hinchar,ponguina
SN002347,"put, put on, dress",ponina,,,"poner, vestir",churrana
SN002348,"little bit (f), small quantity of (f)",poquita,"Palabra no muy común; véase ""poquito"".",,poquita,"ashtagu (huarmipa), fichi (huarmipa), ashanagu (huarmipa), ashanahua (huarmipa)"
SN002349,"little bit (m), small quantity of (m)",poquito,,huaquingulla,poquito,"ashtagu (jaripa), fichi (jaripa), ashanagu (jaripa), ashanahua (jaripa)"
SN002350,that is why,poreso,"Palabra compuesta derivada del español: ""por + eso"".",,por eso,"chaimi, chaimanta"
SN002351,for example,porjemplo,"Palabra compuesta derivada del español: ""por + ejemplo"".",,por ejemplo,porjemplo
SN002352,at least,porlomenos,"Palabra compuesta derivada del español: ""por + lo + menos"".",siquiera,por lo menos,porlomenos
SN002353,bean,porotu,,,"poroto, frijol, fréjol",purutu
SN002354,why?,porque,,,por qué?,"imashpa?, imamanta?"
SN002355,just in case,porsiacasu,"Palabra compuesta derivada del español: ""por + si + acaso"".",,por si acaso,porsiacasu
SN002356,"guard, janitor, caretaker",portero,,,"portero, guardia","porteru, punguta cuidador"
SN002357,door (small),portillo,,,portillo (puerta pequeña),pungugu
SN002358,gate,porton,,,portón,pungu (jatun punguca alpapi yaicungapa)
SN002359,lodging,posada,,,posada,posada
SN002360,well (e.g. water),poso,,,pozo,otoju (yacuta japingapa)
SN002361,"disabled (f), bedridden (f)",postrada,,,"postrada, inválida, discapacitada","postraishca (huarmipa), jatarita na ushana (huarmipa)"
SN002362,"disabled (m), bedridden (m)",postrado,,,"postrado, inválido, discapacitado","postraishca (jaripa), jatarita na ushana (jaripa)"
SN002363,"pasture, field, meadow",potrero,,LX000156,potrero,potru
SN002364,"pasture, field, meadow",LX000156,,potrero,potrero,potru
SN002365,pony,LX000157,,,potro,potru (uchila caballu)
SN002366,"perform, present",precentana,,,presentar,"precentana, pasana, yalina"
SN002367,prefect (government authority),prefecto,Autoridad gubernamental administrativa.,,prefecto,prefecto
SN002368,"favorite, preferred",preferido,,favorita ; querido ; querishca,preferido,munashca
SN002369,"question, answer to a question",pregunta,"Se encuentra también con el pluralizador del español ""s"".",,"pregunta, respuesta de una pregunta","tapuy, pregunta"
SN002370,ask,preguntana,,,preguntar,tapuna
SN002371,pregnant (animal),LX000158,,,preñada,chichu
SN002372,brooch,prendedor,,,"prendedor, broche",prendedor
SN002373,"light up, turn on",prendena,,,prender,japichina
SN002374,center-pressed,prensada,,,prensado,prensadu
SN002375,"worry, worry about",preocupana,,,preocupar,llaquina
SN002376,preparation,preparacion,,,preparación,rurana
SN002377,prepare,preparana,,,preparar,rurana
SN002378,"presentation, show",presentacion,,,"presentación, espectáculo",presentacion
